Smiles,Standard Value,Standardized Smiles
Cc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4cnccn4)cc3)cc12,3.0,Cc1cncc2ccc(NC(=O)C3CC3c3ccc(S(=O)(=O)Nc4cnccn4)cc3)cc12
CCC(CC)n1cc(-c2nc(-c3cnn(C4CC(C(N)=O)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CC(C(N)=O)C4)c3)cn3nccc23)cn1
O=C(Nc1ccc2cncc(C(F)(F)F)c2c1)[C@@H]1CC1c1ccc(S(=O)(=O)Nc2ncccn2)cc1,1.0,O=C(Nc1ccc2cncc(C(F)(F)F)c2c1)C1CC1c1ccc(S(=O)(=O)Nc2ncccn2)cc1
CCc1cccc(F)c1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,0.97,CCc1cccc(F)c1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O
Cc1noc(C)c1COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,300.0,Cc1noc(C)c1COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1
C[C@H]1[C@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]21NC(=O)[C@@H]1CC1(F)F,2676.0,C[C@H]1[C@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]21NC(=O)C1CC1(F)F
CC(C)S(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,5.0,CC(C)S(=N)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
CC(C)(C)N[C@H](c1ccc(Nc2nn([C@]3(CC#N)CCOC[C@@H]3F)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,0.09,CC(C)(C)N[C@H](c1ccc(Nc2nn([C@]3(CC#N)CCOC[C@@H]3F)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
CCn1cc(Nc2ncc(C(N)=O)c(NCc3cc(F)cc(F)c3)n2)cn1,6.43,CCn1cc(Nc2ncc(C(N)=O)c(NCc3cc(F)cc(F)c3)n2)cn1
CCn1cc(Nc2ncc(C(N)=O)c(NCc3cc(F)cc(C(F)(F)F)c3)n2)cn1,16.0,CCn1cc(Nc2ncc(C(N)=O)c(NCc3cc(F)cc(C(F)(F)F)c3)n2)cn1
CCn1cc(Nc2ncc(C(N)=O)c(NCCc3c(F)cccc3F)n2)cn1,2.07,CCn1cc(Nc2ncc(C(N)=O)c(NCCc3c(F)cccc3F)n2)cn1
CN(c1ccc(C(=O)Nc2cccs2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,75.0,CN(c1ccc(C(=O)Nc2cccs2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CC(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,0.2,CC(C)NC(c1ccc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
CC(C)(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c3c(=O)[nH]ccc32)CC1,0.37,CC(C)(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c3c(=O)[nH]ccc32)CC1
Cc1cc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)ccc1C(=O)N1CCCC[C@@H]1C,0.62,Cc1cc(Nc2nn([C@]3(CC#N)CCCOC3)c3cc[nH]c(=O)c23)ccc1C(=O)N1CCCC[C@@H]1C
Cn1ncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c1N,207.0,Cn1ncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c1N
Cc1ccn(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)n1,6673.0,Cc1ccn(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)n1
CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)c4ccccc4)CC3)c3cc[nH]c(=O)c23)cc1,16.8,CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)c4ccccc4)CC3)c3cc[nH]c(=O)c23)cc1
N#CCC1(n2ccc(-c3nc(-c4cn(C5COC5)cn4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,1373.0,N#CCC1(n2ccc(-c3nc(-c4cn(C5COC5)cn4)cc4ncccc34)n2)CN(CC(F)(F)F)C1
CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)C4Cc5ccccc5C4)CC3)c3cc[nH]c(=O)c23)cc1,0.39,CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)C4Cc5ccccc5C4)CC3)c3cc[nH]c(=O)c23)cc1
N#CCC1(n2ccc(-c3nc(-c4cnn(C5CCCCO5)n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,2774.0,N#CCC1(n2ccc(-c3nc(-c4cnn(C5CCCCO5)n4)cc4ncccc34)n2)CN(CC(F)(F)F)C1
Cc1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)cn1,794.0,Cc1ccc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)cn1
CNS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3cc[nH]c(=O)c23)cc1,0.98,CNS(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCCC3)c3cc[nH]c(=O)c23)cc1
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5[nH]c(=O)[nH]c5c4)cc4ncccc34)n2)C1,241.0,CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnc5[nH]c(=O)[nH]c5c4)cc4ncccc34)n2)C1
CC1(C)C(=O)Nc2cc(Nc3nn([C@@]4(CC#N)CCCC[C@H]4F)c4cc[nH]c(=O)c34)ccc21,0.04,CC1(C)C(=O)Nc2cc(Nc3nn([C@@]4(CC#N)CCCC[C@H]4F)c4cc[nH]c(=O)c34)ccc21
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N[C@H]3CC[C@H](O)C3)c2n1,524.0,COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N[C@H]3CC[C@H](O)C3)c2n1
Cn1ncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)n1,3181.0,Cn1ncc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)n1
N#CCC1(n2ccc(-c3nc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1,815.0,N#CCC1(n2ccc(-c3nc(-c4nc(CO)cs4)cc4ncccc34)n2)CC(C#N)C1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3cc4ccccc4nc3Cl)CC2)C1,30.0,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3cc4ccccc4nc3Cl)CC2)C1
N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ncccc3F)CC2)C1,30.0,N#CCC1(n2ccc(-c3ncnc4[nH]ccc34)c2)CN(C2CCN(C(=O)Nc3ncccc3F)CC2)C1
C=C(CO)n1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1,1273.0,C=C(CO)n1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1
Cc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)cc(N)n1,93.0,Cc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)cc(N)n1
N#CCC1(n2ncc(-c3cc(-c4ccc(OCCN)cc4)cc4ncccc34)n2)CC(C#N)C1,805.0,N#CCC1(n2ncc(-c3cc(-c4ccc(OCCN)cc4)cc4ncccc34)n2)CC(C#N)C1
Cn1cc(-c2cc3nccnc3c(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n2)cn1,24.0,Cn1cc(-c2cc3nccnc3c(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n2)cn1
CCN1CCN(c2ccc(Nc3nc(-c4ccccc4)nc4cn[nH]c(=O)c34)cc2)CC1,30.0,CCN1CCN(c2ccc(Nc3nc(-c4ccccc4)nc4cn[nH]c(=O)c34)cc2)CC1
O=C(O)CC1CCN(c2ccc(Nc3nc(-c4ccccc4)nc4cn[nH]c(=O)c34)cc2)CC1,30.0,O=C(O)CC1CCN(c2ccc(Nc3nc(-c4ccccc4)nc4cn[nH]c(=O)c34)cc2)CC1
COc1cccc(Nc2nccc(-c3cccc4c3CC(=O)N4)n2)c1,2250.0,COc1cccc(Nc2nccc(-c3cccc4[nH]c(O)cc34)n2)c1
Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-n1ccc2c1CCNC2=O,5920.0,Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1-n1ccc2c1CCNC2=O
CC1(C#N)CC(CC#N)(n2ccc(-c3nc(-c4ccnc(N)c4)cc4ncccc34)n2)C1,2969.0,CC1(C#N)CC(CC#N)(n2ccc(-c3nc(-c4ccnc(N)c4)cc4ncccc34)n2)C1
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)CC1,0.5,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)CC1
CNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@@H]4[C@H](C)[C@]4(NC(=O)C4CC4)C3)n2)cc1C,2908.0,CNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@@H]4[C@H](C)[C@]4(NC(=O)C4CC4)C3)n2)cc1C
CCNC(=O)c1ccc(Nc2nccc(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1,1855.0,CCNC(=O)c1ccc(Nc2nccc(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1
CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccccc3C#N)n2)cn1,8.87,CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccccc3C#N)n2)cn1
CC(=O)N1CCC(CNc2nc(Cc3cnn(C)c3)ncc2C(N)=O)CC1,33.3,CC(=O)N1CCC(CNc2nc(Cc3cnn(C)c3)ncc2C(N)=O)CC1
CCn1cc(Nc2ncc(C(N)=O)c(NCC(C)(C)C)n2)cn1,7.47,CCn1cc(Nc2ncc(C(N)=O)c(NCC(C)(C)C)n2)cn1
CCn1cc(Nc2ncc(C(N)=O)c(NCC3CCOCC3)n2)cn1,8.92,CCn1cc(Nc2ncc(C(N)=O)c(NCC3CCOCC3)n2)cn1
CN(C(=O)CC#N)C1CCN(c2nccc(-c3cnc4[nH]ccc4c3N[C@@H]3CCCN(C(=O)CC#N)C3)n2)C1,55.0,CN(C(=O)CC#N)C1CCN(c2nccc(-c3cnc4[nH]ccc4c3N[C@@H]3CCCN(C(=O)CC#N)C3)n2)C1
CCCCCNc1nc(Nc2cnn(CC)c2)ncc1C(N)=O,5.56,CCCCCNc1nc(Nc2cnn(CC)c2)ncc1C(N)=O
CCc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ncccn4)cc3)cc12,1.0,CCc1cncc2ccc(NC(=O)C3CC3c3ccc(S(=O)(=O)Nc4ncccn4)cc3)cc12
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(F)c1OC1CCS(=O)(=O)CC1,1000000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(F)c1OC1CCS(=O)(=O)CC1
Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)CO)C[C@H]4F)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1,64000.0,Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)CO)C[C@H]4F)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1
CN(CC#N)C[C@H]1CC[C@H](N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1,21.0,CN(CC#N)C[C@H]1CC[C@H](N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CCC4)c3)n2)cn1,141.0,Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CCC4)c3)n2)cn1
c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5CC5)CC4)c23)[nH]1,62.0,c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5CC5)CC4)c23)[nH]1
O=C(Nc1nc2cccc(C3=CC[C@@H](NC(=O)[C@@H]4CC4(F)F)CC3)n2n1)C1CC1,141.0,O=C(Nc1nc2cccc(C3=CC[C@@H](NC(=O)C4CC4(F)F)CC3)n2n1)C1CC1
c1ccc(CCCN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,1000.0,c1ccc(CCCN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
C[C@H]1CN(c2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)C6CCC(=O)N6)C[C@H]5F)c(C#N)c4)n3)cc2)CCN1C1COC1,904000.0,C[C@H]1CN(c2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)C6CCC(=O)N6)C[C@H]5F)c(C#N)c4)n3)cc2)CCN1C1COC1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc5c(c4)CNC5)n3)cc2C#N)[C@H](F)C1,659000.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc5c(c4)CNC5)n3)cc2C#N)[C@H](F)C1
O=C(Nc1nc2cccc(C3=CC[C@H](NC(=O)[C@H]4CC4(F)F)CC3)n2n1)C1CC1,126.0,O=C(Nc1nc2cccc(C3=CC[C@H](NC(=O)C4CC4(F)F)CC3)n2n1)C1CC1
CC1(C)CN(C(=O)c2ccn[nH]2)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N,125000.0,CC1(C)CN(C(=O)c2cc[nH]n2)C[C@@H](F)[C@H]1Oc1ccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc1C#N
CC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(S(C)(=N)=O)cc4)n3)cc2C#N)C(F)(F)C1,320000.0,CC(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(S(C)(=N)=O)cc4)n3)cc2C#N)C(F)(F)C1
Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)[C@H](C)O)C[C@H]4F)c(C#N)c3)n2)ccc1C1CCN(C)CC1,324000.0,Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)C(C)O)C[C@H]4F)c(C#N)c3)n2)ccc1C1CCN(C)CC1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=NC2CC2)C2CC2)C1,5.0,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=NC2CC2)C2CC2)C1
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,9620.0,COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)C(C)N4CCN(C)C[C@H]4C)cccc23)n1
CNS(=O)(=O)C[C@H]1CC[C@H](Oc2c([N+](=O)[O-])cnc3[nH]ccc23)CC1,3600.0,CNS(=O)(=O)C[C@H]1CC[C@H](Oc2c([N+](=O)[O-])cnc3[nH]ccc23)CC1
O=C1OCCC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,44.0,O=C1OCCC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
N#CCCN(C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,59.0,N#CCCN(C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C[C@@H]3CC3(F)F)n2)cn1,320.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C[C@@H]3CC3(F)F)n2)cn1
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4c[nH]c(=O)[nH]c4=O)cc4ncccc34)n2)C1,6168.0,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4c[nH]c(=O)[nH]c4=O)cc4ncccc34)n2)C1
CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnsc3)n1)C2,691.0,CCNC(=O)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cnsc3)n1)C2
CNC(=O)C(=N)c1c(N)cc(-c2cc(F)c(O)cc2CC(F)(F)F)nc1NCc1nccnc1N(C)S(=O)(=O)c1ccccc1,85.2,CNC(=O)C(=N)c1c(N)cc(-c2cc(F)c(O)cc2CC(F)(F)F)nc1NCc1nccnc1N(C)S(=O)(=O)c1ccccc1
CCN(c1ncccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12)S(C)(=O)=O,22.5,CCN(c1ncccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12)S(C)(=O)=O
N#Cc1cc(-c2ncnc(Nc3cnn(C4CCNCC4)c3)n2)ccc1O[C@H]1CCCC[C@H]1F,154000.0,N#Cc1cc(-c2ncnc(Nc3cnn(C4CCNCC4)c3)n2)ccc1O[C@H]1CCCC[C@H]1F
CNC(=O)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3cc(C)ccc3N(C)S(C)(=O)=O)c12,36.9,CNC(=O)c1[nH]nc2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3cc(C)ccc3N(C)S(C)(=O)=O)c12
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)C1CC1C(=O)OCc1ccc([C@@H](CN)C(=O)Nc2ccc3cnccc3c2)cc1,13799.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)C1CC1C(=O)OCc1ccc(C(CN)C(=O)Nc2ccc3cnccc3c2)cc1
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2c(F)cccc2N(C)S(C)(=O)=O)n1,7.5,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(=O)NC)c2c(NCc2c(F)cccc2N(C)S(C)(=O)=O)n1
Cn1cc(-c2cc(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n3ccnc3c2)cn1,3944.0,Cn1cc(-c2cc(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n3ccnc3c2)cn1
Cn1ncc2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)CO)C[C@H]5F)c(C#N)c4)n3)cc21,258000.0,Cn1ncc2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)CO)C[C@H]5F)c(C#N)c4)n3)cc21
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C(O)CO)C[C@H]1F,162000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C(O)CO)C[C@H]1F
CC(C)n1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)CO)C[C@H]4F)c(C#N)c3)n2)cn1,98000.0,CC(C)n1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)CO)C[C@H]4F)c(C#N)c3)n2)cn1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5C6COCC5C6)cc4)n3)cc2C#N)[C@H](F)C1,531000.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5C6COCC5C6)cc4)n3)cc2C#N)[C@H](F)C1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C(F)(F)F)c4)n3)cc2C#N)[C@H](F)C1,875000.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)c(C(F)(F)F)c4)n3)cc2C#N)[C@H](F)C1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)Cn2cnnc2)C[C@H]1F,87000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)Cn2cnnc2)C[C@H]1F
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(F)c1O[C@H]1CCN(C(=O)CO)C[C@H]1F,648000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(F)c1O[C@H]1CCN(C(=O)CO)C[C@H]1F
N#CCC1(n2ccc(-c3nc(-c4cccnc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1,974.0,N#CCC1(n2ccc(-c3nc(-c4cccnc4)cc4ncccc34)n2)CN(CC(F)(F)F)C1
c1cc2c(ncn3nnc(C4CC5CCC4C5)c23)[nH]1,110.0,c1cc2c(ncn3nnc(C4CC5CCC4C5)c23)[nH]1
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cccc(O)n4)cc4ncccc34)n2)C1,369.0,CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cccc(=O)[nH]4)cc4ncccc34)n2)C1
CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(CNS(=O)(=O)C(C)(C)C)cc5)c4n3)cc2)CC1,0.18,CN1CCN(c2ccc(Nc3ncc4ccn(-c5ccc(CNS(=O)(=O)C(C)(C)C)cc5)c4n3)cc2)CC1
CCNC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1F)C(F)(F)F,460.0,CCNC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1F)C(F)(F)F
CC(C)(C)S(=O)(=O)Nc1cccc(Nc2nc(NC3CCNCC3)nc3sccc23)c1,10000.0,CC(C)(C)S(=O)(=O)Nc1cccc(Nc2nc(NC3CCNCC3)nc3sccc23)c1
Cc1c(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)[C@H](C)O)C[C@H]4F)c(C#N)c3)n2)cnn1C,1000000.0,Cc1c(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)C(C)O)C[C@H]4F)c(C#N)c3)n2)cnn1C
Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)[C@@H](O)CO)C[C@H]4F)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1,62000.0,Cc1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)C(O)CO)C[C@H]4F)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2(C#N)CC2)C[C@H]1F,235000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2(C#N)CC2)C[C@H]1F
Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(C#N)c1O[C@H]1CCN(C(=O)CO)C[C@H]1F,1000000.0,Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)cc(C#N)c1O[C@H]1CCN(C(=O)CO)C[C@H]1F
C[C@@H]1[C@@H]2CN(c3nc(Nc4ccc(CCO)nc4)ncc3F)C[C@]12NC(=O)C1CC1,6872.0,C[C@@H]1[C@@H]2CN(c3nc(Nc4ccc(CCO)nc4)ncc3F)C[C@]12NC(=O)C1CC1
O=C(NCC(F)(F)F)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,26.0,O=C(NCC(F)(F)F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)[C@H](C)C5)cc4)n3)cc2C#N)C(F)(F)C1,181.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)[C@H](C)C5)cc4)n3)cc2C#N)C(F)(F)C1
C[C@@H]1CN(c2ccc(Nc3ncnc(-c4ccc(O[C@@H]5CCN(C(=O)[C@@H](C)O)CC5(F)F)c(C#N)c4)n3)cc2)CCN1C1COC1,333.0,CC(O)C(=O)N1CC[C@@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)[C@H](C)C5)cc4)n3)cc2C#N)C(F)(F)C1
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4[C@H]3C[C@@H](C#N)C3)n2)cc1C,1387.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4[C@H]3C[C@@H](C#N)C3)n2)cc1C
Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-],550.0,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-]
CN(c1ccc2nn[nH]c2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,550.0,CN(c1ccc2[nH]nnc2n1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CN(c1ccc(S(=O)(=O)N2CCOCC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,550.0,CN(c1ccc(S(=O)(=O)N2CCOCC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CN(c1ccc(-c2nn[nH]n2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,550.0,CN(c1ccc(-c2nn[nH]n2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CCCC(=O)N(C)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,550.0,CCCC(=O)N(C)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
